seed,query_id,variant,runtime_ms,mean_relevance,best_relevance,balance,diversity,hypervolume_proxy,ndcg_at_k,mean_semantic_score,mean_band_gap_score,mean_density_score,mean_porosity_score,mean_stability_score,coverage,novelty
42,q2_photocatalysis,GraphSAGE-only,0.054333000000017506,0.8523133993148804,0.8561800122261047,0.0,0.028147589415311813,5.823930226966922e-10,0.9864337784999998,1.0,1.0,0.6851683259010315,0.0,0.8500000238418579,1.0,0.026626121252775192
42,q2_photocatalysis,LEA + GraphSAGE,101.6257920000001,0.8579787015914917,0.8617095351219177,0.0,0.06541593372821808,6.425863174897017e-10,0.9964070332121585,1.0,1.0,0.7559839487075806,0.0,0.8500000238418579,1.0,0.07010545581579208
42,q2_photocatalysis,GAT-only,0.021500000000118646,0.8522798418998718,0.8535403609275818,0.0,0.011910664848983288,5.820363080388802e-10,0.986378778381609,1.0,1.0,0.684748649597168,0.0,0.8500000238418579,1.0,0.013852423056960106
42,q2_photocatalysis,LEA + GAT,107.92683300000006,0.8550230264663696,0.8600839972496033,0.0,0.0730547085404396,6.208031866350439e-10,0.992548770393989,1.0,0.9974493980407715,0.7324286103248596,0.0,0.8500000238418579,1.0,0.046285588294267654
42,q3_lightweight_storage,SemanticOnly,8.299999976202344e-05,0.6645897626876831,0.6676316261291504,0.0,0.013059747405350208,8.110560706798018e-19,0.9813410317954927,1.0,0.0,0.9541835784912109,0.0,0.8500000238418579,1.0,0.0489165298640728
42,q3_lightweight_storage,WeightedSum,0.00012500000012849455,0.6728970408439636,0.673728346824646,0.0,0.0023870705626904964,8.296381661529227e-19,1.0,1.0,0.0,0.9760449528694153,0.0,0.8500000238418579,1.0,0.056563057005405426
42,q3_lightweight_storage,LEA,125.04983400000013,0.6657832264900208,0.673728346824646,0.0,0.6102008819580078,4.1249564874945577e-10,0.9854110513967198,1.0,0.5958267450332642,0.8789259791374207,0.0,0.8500000238418579,1.0,0.5958296060562134
42,q3_lightweight_storage,GraphSAGE-only,0.021541000000180333,0.6674221754074097,0.673728346824646,0.0,0.015080046840012074,8.173917571840751e-19,0.9907759876728267,1.0,0.0,0.9616373181343079,0.0,0.8500000238418579,1.0,0.05095868557691574
42,q3_lightweight_storage,LEA + GraphSAGE,148.0790839999999,0.6693373918533325,0.673728346824646,0.0,0.6022002696990967,2.7711957728548953e-10,0.9912861499743031,1.0,0.3955061733722687,0.9146369695663452,0.0,0.8500000238418579,1.0,0.4135240614414215
42,q3_lightweight_storage,GAT-only,0.02037500000007242,0.6686331033706665,0.673728346824646,0.0,0.009156083688139915,8.201002050035152e-19,0.9931561495518243,1.0,0.0,0.9648239016532898,0.0,0.8500000238418579,1.0,0.05134965106844902
42,q3_lightweight_storage,LEA + GAT,80.3995839999998,0.6666387915611267,0.6700463891029358,0.0,0.6025093793869019,2.7711957728548953e-10,0.989513850348794,1.0,0.3955061733722687,0.9075356721878052,0.0,0.8500000238418579,1.0,0.4102415144443512
