query,seed,method,rank_i,rank_j,qmof_id_i,qmof_id_j,objective_score_distance,raw_physical_distance,notes
stable porous MOFs for CO2 adsorption,43,MMR,2,3,qmof-c49d30b,qmof-334586a,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,2,4,qmof-c49d30b,qmof-d8703ab,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,2,5,qmof-c49d30b,qmof-ec84fcf,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,3,4,qmof-334586a,qmof-d8703ab,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,3,5,qmof-334586a,qmof-ec84fcf,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,MMR,4,5,qmof-d8703ab,qmof-ec84fcf,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,1,2,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,1,3,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,1,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,1,5,qmof-fd921b0,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,2,3,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,2,4,qmof-f69d443,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,2,5,qmof-f69d443,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,3,4,qmof-f343390,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,3,5,qmof-f343390,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,ParetoCrowding,4,5,qmof-f2d872e,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,1,2,qmof-57e6787,qmof-c49d30b,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,1,3,qmof-57e6787,qmof-8fe6d7b,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,1,4,qmof-57e6787,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,1,5,qmof-57e6787,qmof-54f7ee7,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,2,3,qmof-c49d30b,qmof-8fe6d7b,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,2,4,qmof-c49d30b,qmof-0ea1d91,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,2,5,qmof-c49d30b,qmof-54f7ee7,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,3,4,qmof-8fe6d7b,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,3,5,qmof-8fe6d7b,qmof-54f7ee7,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,Random,4,5,qmof-0ea1d91,qmof-54f7ee7,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,1,2,qmof-fe6f735,qmof-fd921b0,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,1,3,qmof-fe6f735,qmof-f771839,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,1,4,qmof-fe6f735,qmof-f69d443,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,1,5,qmof-fe6f735,qmof-f343390,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,2,3,qmof-fd921b0,qmof-f771839,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,2,4,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,2,5,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,3,4,qmof-f771839,qmof-f69d443,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,3,5,qmof-f771839,qmof-f343390,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,SemanticOnly,4,5,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,1,2,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,1,3,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,1,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,1,5,qmof-fd921b0,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,2,3,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,2,4,qmof-f69d443,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,2,5,qmof-f69d443,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,3,4,qmof-f343390,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,3,5,qmof-f343390,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,TOPSIS,4,5,qmof-f2d872e,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,1,2,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,1,3,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,1,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,1,5,qmof-fd921b0,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,2,3,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,2,4,qmof-f69d443,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,2,5,qmof-f69d443,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,3,4,qmof-f343390,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,3,5,qmof-f343390,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,43,WeightedSum,4,5,qmof-f2d872e,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,1,2,qmof-fd921b0,qmof-ec84fcf,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,1,3,qmof-fd921b0,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,1,4,qmof-fd921b0,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,1,5,qmof-fd921b0,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,2,3,qmof-ec84fcf,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,2,4,qmof-ec84fcf,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,2,5,qmof-ec84fcf,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,3,4,qmof-0ea1d91,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,3,5,qmof-0ea1d91,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GAT only,4,5,qmof-403e9cb,qmof-71748b1,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,1,2,qmof-ec84fcf,qmof-fd921b0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,1,3,qmof-ec84fcf,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,1,4,qmof-ec84fcf,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,1,5,qmof-ec84fcf,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,2,3,qmof-fd921b0,qmof-275dcce,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,2,4,qmof-fd921b0,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,2,5,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,3,4,qmof-275dcce,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,3,5,qmof-275dcce,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,GraphSAGE only,4,5,qmof-0ea1d91,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,1,2,qmof-466d3a2,qmof-01f1640,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,1,3,qmof-466d3a2,qmof-e2b9aa4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,1,4,qmof-466d3a2,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,1,5,qmof-466d3a2,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,2,3,qmof-01f1640,qmof-e2b9aa4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,2,4,qmof-01f1640,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,2,5,qmof-01f1640,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,3,4,qmof-e2b9aa4,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,3,5,qmof-e2b9aa4,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA,4,5,qmof-1f0ad0a,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,1,2,qmof-466d3a2,qmof-01f1640,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,1,3,qmof-466d3a2,qmof-e2b9aa4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,1,4,qmof-466d3a2,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,1,5,qmof-466d3a2,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,2,3,qmof-01f1640,qmof-e2b9aa4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,2,4,qmof-01f1640,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,2,5,qmof-01f1640,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,3,4,qmof-e2b9aa4,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,3,5,qmof-e2b9aa4,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no diversity,4,5,qmof-1f0ad0a,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,1,2,qmof-466d3a2,qmof-01f1640,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,1,3,qmof-466d3a2,qmof-e2b9aa4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,1,4,qmof-466d3a2,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,1,5,qmof-466d3a2,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,2,3,qmof-01f1640,qmof-e2b9aa4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,2,4,qmof-01f1640,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,2,5,qmof-01f1640,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,3,4,qmof-e2b9aa4,qmof-1f0ad0a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,3,5,qmof-e2b9aa4,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA no self-cleaning,4,5,qmof-1f0ad0a,qmof-0ea1d91,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,1,2,qmof-ec84fcf,qmof-403e9cb,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,1,3,qmof-ec84fcf,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,1,4,qmof-ec84fcf,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,1,5,qmof-ec84fcf,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,2,3,qmof-403e9cb,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,2,4,qmof-403e9cb,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,2,5,qmof-403e9cb,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,3,4,qmof-f2d872e,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,3,5,qmof-f2d872e,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GAT,4,5,qmof-334586a,qmof-c0d0be0,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,1,2,qmof-ec84fcf,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,1,3,qmof-ec84fcf,qmof-68234b7,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,1,4,qmof-ec84fcf,qmof-01f1640,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,1,5,qmof-ec84fcf,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,2,3,qmof-f69d443,qmof-68234b7,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,2,4,qmof-f69d443,qmof-01f1640,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,2,5,qmof-f69d443,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,3,4,qmof-68234b7,qmof-01f1640,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,3,5,qmof-68234b7,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,LEA + GraphSAGE,4,5,qmof-01f1640,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,1,2,qmof-a5ebf1c,qmof-7bea0fe,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,1,3,qmof-a5ebf1c,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,1,4,qmof-a5ebf1c,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,1,5,qmof-a5ebf1c,qmof-92f3405,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,2,3,qmof-7bea0fe,qmof-f343390,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,2,4,qmof-7bea0fe,qmof-334586a,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,2,5,qmof-7bea0fe,qmof-92f3405,0.25,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,3,4,qmof-f343390,qmof-334586a,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,3,5,qmof-f343390,qmof-92f3405,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,MMR,4,5,qmof-334586a,qmof-92f3405,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,1,2,qmof-fd921b0,qmof-f69d443,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,1,3,qmof-fd921b0,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,1,4,qmof-fd921b0,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,1,5,qmof-fd921b0,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,2,3,qmof-f69d443,qmof-f343390,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,2,4,qmof-f69d443,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,2,5,qmof-f69d443,qmof-f0c9af4,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,3,4,qmof-f343390,qmof-f2d872e,0.0,,previous final-masked protocol distance
stable porous MOFs for CO2 adsorption,44,ParetoCrowding,3,5,qmof-f343390,qmof-f0c9af4,0.0,,previous final-masked protocol distance
